20180119,191144,6329,1,Sell,0,1949923216
20180119,191201,6348,1,Sell,0,1949923347
20180119,191427,6340,1,Sell,0,1949924250
20180119,192210,6335,2,Sell,0,1949929542
20180119,192538,6335,1,Sell,0,1949931436
20180119,192538,6334,1,Sell,0,1949931437
20180119,193031,6340,1,Sell,0,1949934163
20180119,193235,6340,18,Sell,0,1949935410
20180119,193235,6340,1,Sell,0,1949935411
20180119,193359,6340,1,Sell,0,1949935925
20180119,193359,6340,3,Sell,0,1949935926
20180119,193427,6337,4,Sell,0,1949936139
20180119,193427,6340,18,Sell,0,1949936145
20180119,193551,6345,5,Sell,0,1949936962
20180119,193734,6345,1,Sell,0,1949937642
20180119,193735,6345,1,Sell,0,1949937658
20180119,193836,6344,7,Sell,0,1949938589
20180119,194004,6340,5,Sell,0,1949939171
20180119,194700,6340,67,Sell,0,1949941421
20180119,194700,6340,5,Sell,0,1949941422
20180119,194700,6340,67,Sell,0,1949941421
20180119,194700,6340,5,Sell,0,1949941422
20180119,194700,6340,67,Sell,0,1949941421
20180119,194700,6340,5,Sell,0,1949941422
20180119,200137,6336,2,Sell,0,1949947777
20180119,201946,6338,4,Sell,0,1949954123
20180119,202014,6339,5,Sell,0,1949954251
20180119,202014,6338,2,Sell,0,1949954252
20180119,202014,6338,1,Sell,0,1949954253
20180119,202014,6338,1,Sell,0,1949954254
20180119,202014,6338,1,Sell,0,1949954255
20180119,202131,6339,1,Sell,0,1949954499
20180119,202132,6339,1,Sell,0,1949954500
20180119,202132,6339,1,Sell,0,1949954501
20180119,202133,6339,1,Sell,0,1949954503
20180119,202133,6339,1,Sell,0,1949954509
20180119,202134,6339,1,Sell,0,1949954513
20180119,202134,6339,1,Sell,0,1949954514
20180119,202238,6339,1,Sell,0,1949954612
20180119,202255,6339,1,Sell,0,1949954653
20180119,202258,6339,1,Sell,0,1949954671
20180119,202520,6339,35,Sell,0,1949955024
20180119,202520,6340,25,Sell,0,1949955025
20180119,202714,6340,3,Sell,0,1949955253
20180119,203413,6338,1,Sell,0,1949956432
20180119,203413,6338,1,Sell,0,1949956434
20180119,203434,6335,1,Sell,0,1949956470
20180119,204112,6343,2,Sell,0,1949957741
20180119,204112,6343,2,Sell,0,1949957742
20180119,204112,6343,1,Sell,0,1949957744
20180119,204113,6344,6,Sell,0,1949957763
20180119,204730,6344,11,Sell,0,1949959692
20180119,205305,6344,10,Sell,0,1949960785
20180119,210819,6343,1,Sell,0,1949965279
20180119,212644,6341,8,Sell,0,1949968702
20180119,212658,6339,1,Sell,0,1949968772
20180119,212726,6340,11,Sell,0,1949968878
20180119,212726,6339,3,Sell,0,1949968884
20180119,212726,6340,11,Sell,0,1949968878
20180119,212726,6339,3,Sell,0,1949968884
20180119,212726,6340,11,Sell,0,1949968878
20180119,212726,6339,3,Sell,0,1949968884
20180119,215331,6342,1,Sell,0,1949973610
20180119,220111,6339,2,Sell,0,1949975206
20180119,220111,6340,4,Sell,0,1949975216
20180119,220113,6342,1,Sell,0,1949975221
20180119,220114,6343,8,Sell,0,1949975223
20180119,220130,6342,7,Sell,0,1949975285
20180119,220130,6341,1,Sell,0,1949975286
20180119,220133,6342,1,Sell,0,1949975318
20180119,220133,6343,11,Sell,0,1949975327
20180119,220133,6342,1,Sell,0,1949975318
20180119,220133,6343,11,Sell,0,1949975327
20180119,220133,6342,1,Sell,0,1949975318
20180119,220133,6343,11,Sell,0,1949975327
20180119,220133,6342,1,Sell,0,1949975318
20180119,220133,6343,11,Sell,0,1949975327
20180119,222818,6342,10,Sell,0,1949984913
20180119,223731,6341,31,Sell,0,1949987330
20180119,223756,6336,7,Sell,0,1949987415
20180119,223756,6336,11,Sell,0,1949987416
20180119,223756,6335,4,Sell,0,1949987417
20180119,223756,6335,2,Sell,0,1949987418
20180119,223756,6335,2,Sell,0,1949987419
20180119,223756,6335,15,Sell,0,1949987420
20180119,223756,6334,1,Sell,0,1949987421
20180119,223756,6330,10,Sell,0,1949987422
20180119,223756,6330,2,Sell,0,1949987423
20180119,223757,6329,2,Sell,0,1949987425
