20171221,230500,70602,70610,70602,70610,13
20171221,231000,70614,70619,70614,70615,31
20171221,231500,70614,70628,70614,70628,46
20171221,232000,70628,70628,70614,70614,14
20171221,232500,70618,70619,70618,70619,12
20171221,233000,70628,70639,70622,70639,145
20171221,233500,70644,70652,70643,70650,124
20171221,234000,70650,70655,70644,70644,98
20171221,234500,70638,70646,70617,70617,210
20171222,100000,70518,70518,70337,70377,1396
20171222,100500,70373,70380,70342,70361,995
20171222,101000,70363,70367,70310,70333,759
20171222,101500,70332,70337,70312,70317,1271
20171222,102000,70317,70343,70313,70335,405
20171222,102500,70338,70370,70332,70363,652
20171222,103000,70363,70382,70345,70356,1059
20171222,103500,70356,70358,70285,70287,508
20171222,104000,70287,70301,70269,70271,456
20171222,104500,70271,70298,70250,70268,816
20171222,105000,70268,70286,70202,70282,785
20171222,105500,70281,70287,70190,70195,656
20171222,110000,70196,70197,70136,70138,862
20171222,110500,70137,70140,70073,70126,1130
20171222,111000,70126,70190,70121,70185,302
20171222,111500,70185,70200,70156,70175,1492
20171222,112000,70175,70188,70159,70184,293
20171222,112500,70184,70232,70184,70226,297
20171222,113000,70221,70250,70216,70235,488
20171222,113500,70235,70238,70198,70203,371
20171222,114000,70197,70224,70182,70211,193
20171222,114500,70212,70247,70193,70228,425
20171222,115000,70228,70272,70220,70264,413
20171222,115500,70262,70271,70221,70230,444
20171222,120000,70230,70252,70214,70231,585
20171222,120500,70231,70242,70222,70240,166
20171222,121000,70242,70259,70242,70258,69
20171222,121500,70253,70270,70231,70270,1260
20171222,122000,70271,70312,70264,70310,1328
20171222,122500,70307,70322,70288,70296,227
20171222,123000,70300,70304,70260,70260,630
20171222,123500,70251,70275,70235,70241,486
20171222,124000,70242,70293,70242,70277,399
20171222,124500,70283,70283,70245,70261,323
20171222,125000,70267,70291,70248,70248,112
20171222,125500,70251,70261,70240,70261,256
20171222,130000,70266,70266,70213,70218,364
20171222,130500,70224,70239,70196,70196,2850
20171222,131000,70206,70210,70191,70197,276
20171222,131500,70195,70219,70180,70215,961
20171222,132000,70213,70225,70198,70207,712
20171222,132500,70202,70229,70188,70222,211
20171222,133000,70213,70237,70209,70225,101
20171222,133500,70224,70228,70181,70200,309
20171222,134000,70205,70218,70165,70178,529
20171222,134500,70178,70210,70170,70201,243
20171222,135000,70198,70207,70196,70202,33
20171222,135500,70202,70217,70201,70209,76
20171222,140500,70207,70216,70191,70204,852
20171222,141000,70205,70208,70174,70206,401
20171222,141500,70208,70243,70200,70228,439
20171222,142000,70228,70237,70220,70231,221
20171222,142500,70231,70235,70224,70228,130
20171222,143000,70226,70250,70209,70214,174
20171222,143500,70208,70234,70208,70234,84
20171222,144000,70237,70242,70231,70238,92
20171222,144500,70231,70243,70231,70243,72
20171222,145000,70244,70253,70233,70233,17
20171222,145500,70221,70237,70221,70229,13
20171222,150000,70213,70232,70209,70222,98
20171222,150500,70212,70240,70212,70230,434
20171222,151000,70240,70247,70231,70233,103
20171222,151500,70250,70262,70244,70246,68
20171222,152000,70255,70259,70234,70236,176
20171222,152500,70235,70267,70233,70255,335
20171222,153000,70255,70270,70254,70265,89
20171222,153500,70263,70267,70254,70254,379
20171222,154000,70256,70272,70246,70265,153
20171222,154500,70264,70270,70252,70252,203
20171222,155000,70261,70263,70243,70244,141
20171222,155500,70236,70252,70222,70226,768
20171222,160000,70226,70244,70218,70224,1477
20171222,160500,70221,70226,70177,70177,768
20171222,161000,70177,70201,70177,70200,88
20171222,161500,70210,70216,70190,70196,286
20171222,162000,70201,70240,70193,70234,264
20171222,162500,70234,70240,70197,70229,511
20171222,163000,70234,70264,70232,70246,354
20171222,163500,70258,70263,70244,70251,181
20171222,164000,70257,70259,70236,70236,87
20171222,164500,70237,70256,70236,70249,313
20171222,165000,70260,70263,70240,70240,79
20171222,165500,70244,70262,70240,70261,72
20171222,170000,70261,70264,70234,70236,180
20171222,170500,70236,70256,70229,70236,102
20171222,171000,70236,70254,70234,70250,41
20171222,171500,70252,70255,70239,70243,25
20171222,172000,70243,70251,70204,70229,284
20171222,172500,70226,70244,70217,70231,136
20171222,173000,70236,70247,70214,70214,181
20171222,173500,70218,70224,70206,70214,285
20171222,174000,70207,70213,70167,70168,2544
20171222,174500,70181,70195,70176,70184,392
20171222,175000,70192,70195,70171,70186,135
20171222,175500,70190,70194,70181,70185,134
20171222,180000,70177,70226,70176,70215,604
20171222,180500,70215,70234,70211,70229,123
20171222,181000,70230,70249,70215,70216,209
20171222,181500,70217,70222,70183,70203,88
20171222,182000,70213,70213,70192,70192,151
20171222,182500,70187,70187,70150,70158,244
20171222,183000,70159,70168,70140,70149,290
20171222,183500,70148,70180,70135,70175,698
20171222,184000,70172,70196,70170,70182,356
20171222,190000,70192,70204,70181,70185,50
20171222,190500,70189,70233,70189,70233,70
20171222,191000,70236,70246,70204,70204,127
20171222,191500,70204,70210,70204,70210,30
20171222,192000,70210,70213,70166,70166,95
20171222,192500,70170,70200,70168,70200,91
20171222,193000,70206,70206,70173,70180,164
20171222,193500,70180,70194,70180,70194,70
20171222,194000,70190,70199,70179,70199,69
20171222,194500,70189,70213,70184,70213,17
20171222,195000,70207,70236,70194,70234,214
20171222,195500,70234,70238,70215,70226,52
20171222,200000,70229,70254,70229,70254,129
20171222,200500,70260,70280,70255,70278,296
20171222,201000,70278,70290,70273,70283,67
20171222,201500,70295,70299,70281,70281,60
20171222,202000,70283,70285,70266,70268,147
20171222,202500,70264,70265,70242,70246,76
20171222,203000,70254,70287,70254,70285,32
20171222,203500,70298,70299,70293,70299,17
20171222,204000,70298,70300,70282,70284,40
20171222,204500,70296,70299,70292,70299,101
20171222,205000,70300,70315,70300,70315,41
20171222,205500,70308,70344,70308,70336,539
20171222,210000,70341,70360,70327,70328,433
20171222,210500,70311,70328,70311,70326,24
20171222,211000,70330,70330,70313,70322,96
20171222,211500,70325,70338,70320,70331,44
20171222,212000,70328,70349,70328,70344,29
20171222,212500,70342,70343,70310,70318,43
20171222,213000,70314,70314,70300,70300,7
20171222,213500,70297,70315,70282,70305,163
20171222,214500,70302,70305,70286,70305,170
20171222,215000,70302,70306,70302,70306,40
20171222,215500,70298,70305,70295,70297,530
20171222,220000,70300,70311,70300,70311,36
20171222,220500,70310,70315,70304,70315,79
20171222,221000,70332,70332,70320,70326,23
20171222,221500,70310,70320,70281,70290,989
20171222,222000,70288,70305,70274,70293,735
20171222,222500,70295,70313,70292,70304,61
20171222,223000,70303,70325,70300,70325,50
20171222,223500,70319,70325,70317,70317,14
20171222,224000,70309,70320,70309,70320,12
20171222,224500,70316,70317,70316,70317,55
20171222,225500,70322,70333,70320,70320,25
20171222,230000,70318,70323,70318,70322,10
20171222,230500,70323,70335,70317,70335,32
20171222,231000,70340,70345,70335,70345,44
20171222,231500,70344,70353,70340,70341,191
20171222,232000,70347,70373,70347,70367,199
20171222,232500,70365,70367,70362,70362,25
20171222,233000,70375,70390,70369,70374,222
20171222,233500,70383,70384,70376,70382,177
20171222,234000,70384,70388,70382,70382,138
20171222,234500,70379,70395,70379,70395,347
20171225,100000,70381,70480,70330,70330,1839
20171225,100500,70327,70350,70280,70331,764
20171225,101000,70332,70347,70295,70305,472
20171225,101500,70305,70332,70284,70284,1063
20171225,102000,70292,70301,70268,70301,584
20171225,102500,70303,70306,70259,70264,347
20171225,103000,70267,70273,70194,70225,668
20171225,103500,70228,70229,70172,70182,757
20171225,104000,70186,70208,70175,70185,658
20171225,104500,70185,70224,70183,70212,495
20171225,105000,70209,70218,70189,70198,264
20171225,105500,70198,70198,70171,70172,193
20171225,110000,70175,70181,70152,70172,329
20171225,110500,70174,70190,70170,70190,204
20171225,111000,70193,70196,70189,70189,208
20171225,111500,70191,70191,70174,70174,63
20171225,112000,70170,70178,70142,70163,442
20171225,112500,70163,70176,70163,70169,112
20171225,113000,70167,70170,70149,70162,249
20171225,113500,70166,70167,70129,70146,496
20171225,114000,70141,70154,70133,70152,495
20171225,114500,70155,70168,70131,70151,1150
20171225,115000,70155,70159,70150,70159,15
20171225,115500,70155,70160,70142,70150,171
20171225,120000,70147,70159,70147,70159,80
20171225,120500,70146,70152,70141,70146,125
20171225,121000,70144,70148,70137,70148,146
20171225,121500,70148,70162,70148,70156,144
20171225,122000,70157,70165,70137,70153,1073
20171225,122500,70151,70156,70140,70142,361
20171225,123000,70143,70161,70139,70154,743
20171225,123500,70154,70170,70138,70165,565
20171225,124000,70165,70193,70147,70161,1826
20171225,124500,70153,70171,70150,70163,81
20171225,125000,70159,70159,70095,70110,3771
20171225,125500,70109,70179,70084,70086,1757
20171225,130000,70087,70091,70057,70064,527
20171225,130500,70064,70069,70045,70068,588
20171225,131000,70067,70079,70060,70060,281
20171225,131500,70053,70058,70030,70040,551
20171225,132000,70040,70069,70009,70035,1523
20171225,132500,70035,70063,70023,70054,424
20171225,133000,70047,70054,70041,70043,123
20171225,133500,70044,70047,70014,70026,337
20171225,134000,70026,70033,70007,70008,167
20171225,134500,70013,70031,70006,70009,320
20171225,135000,70009,70009,69982,69986,828
20171225,135500,69984,69996,69968,69995,638
20171225,140500,69995,69995,69930,69936,990
20171225,141000,69935,69939,69925,69931,261
20171225,141500,69931,69959,69921,69959,581
20171225,142000,69957,69974,69935,69954,533
20171225,142500,69950,69958,69937,69941,98
20171225,143000,69939,69955,69932,69932,646
20171225,143500,69930,69933,69905,69919,713
20171225,144000,69924,69945,69916,69930,489
20171225,144500,69929,69934,69903,69913,921
20171225,145000,69922,69927,69889,69890,717
20171225,145500,69890,69899,69813,69832,2199
20171225,150000,69832,69846,69797,69817,2843
20171225,150500,69815,69823,69769,69807,1944
20171225,151000,69801,69801,69717,69735,364
20171225,151500,69734,69758,69718,69741,414
20171225,152000,69742,69771,69734,69768,346
20171225,152500,69764,69796,69759,69791,327
20171225,153000,69790,69829,69788,69815,367
20171225,153500,69814,69900,69806,69882,1451
20171225,154000,69890,69907,69880,69899,482
20171225,154500,69897,69899,69866,69870,302
20171225,155000,69867,69966,69857,69966,3008
20171225,155500,69973,69973,69921,69925,413
20171225,160000,69925,69968,69921,69931,361
20171225,160500,69938,69982,69914,69964,1646
20171225,161000,69951,69976,69929,69947,1114
20171225,161500,69953,69974,69908,69931,3320
20171225,162000,69938,69965,69938,69964,444
20171225,162500,69966,69997,69966,69992,97
20171225,163000,69976,69983,69964,69983,111
20171225,163500,69976,70000,69975,70000,259
20171225,164000,69997,70001,69963,69992,528
20171225,164500,69991,69991,69967,69970,479
20171225,165000,69967,69967,69937,69960,645
20171225,165500,69968,69969,69946,69954,133
20171225,170000,69949,69975,69947,69961,250
20171225,170500,69961,69991,69961,69991,126
20171225,171000,69984,69987,69969,69970,216
20171225,171500,69974,69975,69919,69922,1461
20171225,172000,69926,69936,69913,69935,71
20171225,172500,69926,69937,69913,69916,234
20171225,173000,69914,69938,69883,69884,590
20171225,173500,69874,69884,69853,69882,189
20171225,174000,69897,69972,69895,69958,354
20171225,174500,69953,69985,69953,69982,110
20171225,175000,69977,69977,69962,69966,84
20171225,175500,69956,69962,69949,69954,183
20171225,180000,69954,69966,69920,69940,613
20171225,180500,69938,69956,69936,69938,436
20171225,181000,69937,69959,69937,69955,144
20171225,181500,69956,69959,69948,69955,126
20171225,182000,69959,69998,69959,69998,147
20171225,182500,69998,70005,69994,70005,104
20171225,183000,70005,70023,70002,70006,199
20171225,183500,70007,70018,70006,70015,34
20171225,184000,70008,70012,69994,69995,134
20171225,190000,69952,70018,69952,70001,21
20171225,190500,70004,70029,70003,70018,122
20171225,191000,70018,70018,70018,70018,7
20171225,191500,70017,70019,70017,70019,12
20171225,192000,70011,70011,70000,70000,29
20171225,192500,70000,70000,69995,69995,64
20171225,193000,69996,69996,69994,69994,30
20171225,193500,69996,69996,69996,69996,25
20171225,194000,69998,69999,69995,69998,82
20171225,194500,70009,70014,70005,70005,64
20171225,195500,70006,70016,70006,70016,6
20171225,200000,70015,70043,70015,70034,240
20171225,200500,70039,70039,70024,70024,237
20171225,201000,70023,70023,70023,70023,3
20171225,202500,70028,70032,70028,70032,67
20171225,203000,70031,70031,70014,70014,58
20171225,203500,70014,70016,69999,70006,100
20171225,204000,70006,70022,70006,70022,15
20171225,204500,70025,70030,70009,70017,102
20171225,205000,70018,70018,70018,70018,13
20171225,205500,70027,70027,70027,70027,2
20171225,210000,70023,70028,70023,70028,36
20171225,210500,70028,70028,70024,70024,3
20171225,211000,70019,70019,70006,70010,172
20171225,211500,70004,70004,69965,69973,249
20171225,213000,69980,69995,69980,69982,357
20171225,214000,69995,69995,69992,69992,34
20171225,215000,70002,70019,70002,70019,16
20171225,220000,70019,70020,70008,70008,56
20171225,220500,70007,70007,70006,70006,26
20171225,221000,70006,70006,70006,70006,2
20171225,221500,70007,70008,70007,70008,47
20171225,222000,70013,70013,69987,69990,86
20171225,222500,69985,69985,69969,69972,139
20171225,223000,69971,69988,69971,69988,123
20171225,223500,69970,69982,69969,69982,28
20171225,224500,69980,69980,69969,69969,53
20171225,225000,69978,69978,69969,69978,97
20171225,230000,69984,69992,69980,69980,56
20171225,232000,69974,69976,69974,69976,19
20171225,232500,69974,69978,69972,69972,56
20171225,233000,69970,69989,69970,69971,26
20171225,233500,69978,69978,69978,69978,2
20171225,234000,69971,69979,69960,69960,13
20171225,234500,69959,70066,69931,70011,218
20171226,100000,70019,70063,69950,69952,800
20171226,100500,69956,69956,69865,69868,918
20171226,101000,69866,69886,69762,69792,1674
20171226,101500,69791,69795,69702,69729,1173
20171226,102000,69718,69729,69700,69704,1006
20171226,102500,69714,69718,69469,69569,2251
20171226,103000,69580,69643,69563,69612,3147
20171226,103500,69610,69685,69579,69592,6643
20171226,104000,69591,69647,69574,69640,4471
20171226,104500,69639,69657,69606,69644,900
20171226,105000,69648,69693,69629,69673,919
20171226,105500,69677,69686,69620,69626,833
20171226,110000,69635,69677,69614,69650,623
20171226,110500,69644,69691,69640,69673,488
20171226,111000,69670,69673,69626,69650,620
20171226,111500,69656,69676,69656,69676,184
20171226,112000,69689,69709,69682,69695,290
20171226,112500,69692,69731,69692,69717,481
20171226,113000,69717,69724,69667,69667,667
20171226,113500,69669,69674,69635,69650,280
20171226,114000,69662,69671,69655,69671,215
20171226,114500,69658,69670,69634,69670,110
