20180119,190001,5047,2,Sell,0,1949909634
20180119,190001,5047,1,Sell,0,1949909671
20180119,190001,5047,2,Sell,0,1949909672
20180119,190003,5047,14,Sell,0,1949910235
20180119,190003,5047,1,Sell,0,1949910236
20180119,190005,5044,2,Sell,0,1949910444
20180119,190032,5041,1,Sell,0,1949912010
20180119,190054,5044,1,Sell,0,1949912406
20180119,190055,5044,1,Sell,0,1949912421
20180119,190120,5042,1,Sell,0,1949913286
20180119,190120,5041,2,Sell,0,1949913287
20180119,190120,5040,3,Sell,0,1949913288
20180119,190120,5038,3,Sell,0,1949913289
20180119,190120,5038,5,Sell,0,1949913290
20180119,190120,5038,3,Sell,0,1949913291
20180119,190120,5037,12,Sell,0,1949913293
20180119,190120,5035,2,Sell,0,1949913294
20180119,190120,5035,6,Sell,0,1949913295
20180119,190120,5033,2,Sell,0,1949913296
20180119,190120,5033,2,Sell,0,1949913297
20180119,190120,5033,2,Sell,0,1949913298
20180119,190120,5033,3,Sell,0,1949913299
20180119,190120,5031,1,Sell,0,1949913300
20180119,190120,5031,3,Sell,0,1949913301
20180119,190120,5031,5,Sell,0,1949913302
20180119,190120,5036,1,Sell,0,1949913303
20180119,190120,5030,4,Sell,0,1949913305
20180119,190120,5031,1,Sell,0,1949913308
20180119,190120,5030,2,Sell,0,1949913313
20180119,190120,5030,5,Sell,0,1949913337
20180119,190121,5036,10,Sell,0,1949913358
20180119,190121,5032,3,Sell,0,1949913359
20180119,190121,5030,1,Sell,0,1949913363
20180119,190123,5032,2,Sell,0,1949913392
20180119,190123,5032,7,Sell,0,1949913393
20180119,190123,5039,3,Sell,0,1949913437
20180119,190123,5040,4,Sell,0,1949913438
20180119,190123,5039,3,Sell,0,1949913437
20180119,190133,5032,1,Sell,0,1949913629
20180119,190143,5038,1,Sell,0,1949913775
20180119,190150,5038,1,Sell,0,1949913849
20180119,190155,5036,12,Sell,0,1949913889
20180119,190155,5037,2,Sell,0,1949913890
